Title,Duration,Date,Time,Location,ImageURL,Description,StartDatetime,EndDatetime,Start,End
Sick of myself,95,12/09,19h15,Salle 500,https://www.etrangefestival.com/images/movies/27082e7880240287369a44fc5912622097e9f0cd.jpg,12/09 - 19h15 - Salle 500 - 95 min,2023-09-12 19:15:00,2023-09-12 20:50:00,2023-09-12T19:15:00,2023-09-12T20:50:00
Sick of myself,95,13/09,16h45,Salle 500,https://www.etrangefestival.com/images/movies/27082e7880240287369a44fc5912622097e9f0cd.jpg,13/09 - 16h45 - Salle 500 - 95 min,2023-09-13 16:45:00,2023-09-13 18:20:00,2023-09-13T16:45:00,2023-09-13T18:20:00
Paris-Secret,89,12/09,19h45,Salle 300,https://www.etrangefestival.com/images/movies/37d0e6fa15c46aa6e0598702027d93610db7ffd3.jpg,12/09 - 19h45 - Salle 300 - 89 min,2023-09-12 19:45:00,2023-09-12 21:14:00,2023-09-12T19:45:00,2023-09-12T21:14:00
L'origine du mal,122,12/09,21h30,Salle 500,https://www.etrangefestival.com/images/movies/28045322db6d41a4adefc1863e8fe9f61dfaef84.jpg,12/09 - 21h30 - Salle 500 - 122 min,2023-09-12 21:30:00,2023-09-12 23:32:00,2023-09-12T21:30:00,2023-09-12T23:32:00
L'origine du mal,122,13/09,19h00,Salle 500,https://www.etrangefestival.com/images/movies/28045322db6d41a4adefc1863e8fe9f61dfaef84.jpg,13/09 - 19h00 - Salle 500 - 122 min,2023-09-13 19:00:00,2023-09-13 21:02:00,2023-09-13T19:00:00,2023-09-13T21:02:00
L'Empire des sens,111,12/09,21h45,Salle 300,https://www.etrangefestival.com/images/movies/ec1779c0d6915d1e94fce955387fafd2f66bf91b.jpg,12/09 - 21h45 - Salle 300 - 111 min,2023-09-12 21:45:00,2023-09-12 23:36:00,2023-09-12T21:45:00,2023-09-12T23:36:00
Ça peut vous arriver demain,91,13/09,14h00,Salle 100,https://www.etrangefestival.com/images/movies/25bc4c45918fd7a0c8ea3a34b7da4c9601a4ff24.jpg,13/09 - 14h00 - Salle 100 - 91 min,2023-09-13 14:00:00,2023-09-13 15:31:00,2023-09-13T14:00:00,2023-09-13T15:31:00
Ça peut vous arriver demain,91,18/09,14h45,Salle 300,https://www.etrangefestival.com/images/movies/25bc4c45918fd7a0c8ea3a34b7da4c9601a4ff24.jpg,18/09 - 14h45 - Salle 300 - 91 min,2023-09-18 14:45:00,2023-09-18 16:16:00,2023-09-18T14:45:00,2023-09-18T16:16:00
Duffer,75,13/09,18h15,Salle 100,https://www.etrangefestival.com/images/movies/142a9b7eb6c382fb8a27350f73839461b0dd64d2.jpg,13/09 - 18h15 - Salle 100 - 75 min,2023-09-13 18:15:00,2023-09-13 19:30:00,2023-09-13T18:15:00,2023-09-13T19:30:00
Who killed Nancy?,52,13/09,20h00,Salle 100,https://www.etrangefestival.com/images/movies/cc5a3a07970508184bdd1a1641f0a03edc5bd0a1.jpg,13/09 - 20h00 - Salle 100 - 52 min,2023-09-13 20:00:00,2023-09-13 20:52:00,2023-09-13T20:00:00,2023-09-13T20:52:00
Who killed Nancy?,52,14/09,20h00,Salle 100,https://www.etrangefestival.com/images/movies/cc5a3a07970508184bdd1a1641f0a03edc5bd0a1.jpg,14/09 - 20h00 - Salle 100 - 52 min,2023-09-14 20:00:00,2023-09-14 20:52:00,2023-09-14T20:00:00,2023-09-14T20:52:00
Who killed Nancy?,52,17/09,14h00,Salle 500,https://www.etrangefestival.com/images/movies/cc5a3a07970508184bdd1a1641f0a03edc5bd0a1.jpg,17/09 - 14h00 - Salle 500 - 52 min,2023-09-17 14:00:00,2023-09-17 14:52:00,2023-09-17T14:00:00,2023-09-17T14:52:00
Une soirée en enfer,120,13/09,21h30,Salle 100,https://www.etrangefestival.com/images/movies/ba336964902b3a258548c6f202bbf3168630ff46.jpg,13/09 - 21h30 - Salle 100 - 120 min,2023-09-13 21:30:00,2023-09-13 23:30:00,2023-09-13T21:30:00,2023-09-13T23:30:00
La vallée des plaisirs,109,13/09,21h45,Salle 300,https://www.etrangefestival.com/images/movies/c2acb3143cc25f07d34be38495cee807e7ce821a.jpg,13/09 - 21h45 - Salle 300 - 109 min,2023-09-13 21:45:00,2023-09-13 23:34:00,2023-09-13T21:45:00,2023-09-13T23:34:00
Courts 5 - Parmi nous...,103,14/09,14h15,Salle 100,https://www.etrangefestival.com/images/programs/477f4875513feda61fb6501f2e89e02f73fd6928.jpg,14/09 - 14h15 - Salle 100 - 103 min,2023-09-14 14:15:00,2023-09-14 15:58:00,2023-09-14T14:15:00,2023-09-14T15:58:00
Courts 5 - Parmi nous...,103,16/09,14h15,Salle 100,https://www.etrangefestival.com/images/programs/477f4875513feda61fb6501f2e89e02f73fd6928.jpg,16/09 - 14h15 - Salle 100 - 103 min,2023-09-16 14:15:00,2023-09-16 15:58:00,2023-09-16T14:15:00,2023-09-16T15:58:00
Perrault 70,57,14/09,16h30,Salle 100,https://www.etrangefestival.com/images/programs/21bff7d1220fc9df4013db509e3ee4959b57f2f9.jpg,14/09 - 16h30 - Salle 100 - 57 min,2023-09-14 16:30:00,2023-09-14 17:27:00,2023-09-14T16:30:00,2023-09-14T17:27:00
"Orine, la proscrite",109,14/09,16h45,Salle 300,https://www.etrangefestival.com/images/movies/20e9751aa9f5d6c906176de3617b0f96fb2eece0.jpg,14/09 - 16h45 - Salle 300 - 109 min,2023-09-14 16:45:00,2023-09-14 18:34:00,2023-09-14T16:45:00,2023-09-14T18:34:00
"Orine, la proscrite",109,18/09,21h30,Salle 300,https://www.etrangefestival.com/images/movies/20e9751aa9f5d6c906176de3617b0f96fb2eece0.jpg,18/09 - 21h30 - Salle 300 - 109 min,2023-09-18 21:30:00,2023-09-18 23:19:00,2023-09-18T21:30:00,2023-09-18T23:19:00
Family Dinner,97,14/09,18h00,Salle 100,https://www.etrangefestival.com/images/movies/8dea383197255bc892bcb3301b7a8af8c94ccb7e.jpg,14/09 - 18h00 - Salle 100 - 97 min,2023-09-14 18:00:00,2023-09-14 19:37:00,2023-09-14T18:00:00,2023-09-14T19:37:00
Family Dinner,97,15/09,22h00,Salle 500,https://www.etrangefestival.com/images/movies/8dea383197255bc892bcb3301b7a8af8c94ccb7e.jpg,15/09 - 22h00 - Salle 500 - 97 min,2023-09-15 22:00:00,2023-09-15 23:37:00,2023-09-15T22:00:00,2023-09-15T23:37:00
Les rascals,102,14/09,19h00,Salle 500,https://www.etrangefestival.com/images/movies/fee8dcac645b87e29998077c9ffbc7423d1a8d0f.jpg,14/09 - 19h00 - Salle 500 - 102 min,2023-09-14 19:00:00,2023-09-14 20:42:00,2023-09-14T19:00:00,2023-09-14T20:42:00
Les rascals,102,17/09,17h15,Salle 300,https://www.etrangefestival.com/images/movies/fee8dcac645b87e29998077c9ffbc7423d1a8d0f.jpg,17/09 - 17h15 - Salle 300 - 102 min,2023-09-17 17:15:00,2023-09-17 18:57:00,2023-09-17T17:15:00,2023-09-17T18:57:00
Food + L'esprit de la ruche,115,14/09,19h15,Salle 300,https://www.etrangefestival.com/images/programs/0d5e96d8bfaebcbf31a16e0df742998f8da1ff5c.jpg,14/09 - 19h15 - Salle 300 - 115 min,2023-09-14 19:15:00,2023-09-14 21:10:00,2023-09-14T19:15:00,2023-09-14T21:10:00
Objectif Vérité,111,14/09,21h15,Salle 100,https://www.etrangefestival.com/images/movies/c37fdbc17968d9708e3554a451b06f1728838720.jpg,14/09 - 21h15 - Salle 100 - 111 min,2023-09-14 21:15:00,2023-09-14 23:06:00,2023-09-14T21:15:00,2023-09-14T23:06:00
Hunt,131,14/09,21h30,Salle 500,https://www.etrangefestival.com/images/movies/97e736bb71156bc5f82d5d7d1457263606104f7b.jpg,14/09 - 21h30 - Salle 500 - 131 min,2023-09-14 21:30:00,2023-09-14 23:41:00,2023-09-14T21:30:00,2023-09-14T23:41:00
Hunt,131,17/09,15h45,Salle 500,https://www.etrangefestival.com/images/movies/97e736bb71156bc5f82d5d7d1457263606104f7b.jpg,17/09 - 15h45 - Salle 500 - 131 min,2023-09-17 15:45:00,2023-09-17 17:56:00,2023-09-17T15:45:00,2023-09-17T17:56:00
Maîtresse,112,14/09,21h45,Salle 300,https://www.etrangefestival.com/images/movies/2763909da9e0b146f0642222c6c02b815121eb9d.jpg,14/09 - 21h45 - Salle 300 - 112 min,2023-09-14 21:45:00,2023-09-14 23:37:00,2023-09-14T21:45:00,2023-09-14T23:37:00
Silence,129,15/09,15h45,Salle 500,https://www.etrangefestival.com/images/movies/739266a52bbfe3377d8bbc518eee40532c116ac6.jpg,15/09 - 15h45 - Salle 500 - 129 min,2023-09-15 15:45:00,2023-09-15 17:54:00,2023-09-15T15:45:00,2023-09-15T17:54:00
Silence,129,16/09,14h00,Salle 500,https://www.etrangefestival.com/images/movies/739266a52bbfe3377d8bbc518eee40532c116ac6.jpg,16/09 - 14h00 - Salle 500 - 129 min,2023-09-16 14:00:00,2023-09-16 16:09:00,2023-09-16T14:00:00,2023-09-16T16:09:00
Intégrale Alberto Vásquez,125,15/09,16h15,Salle 300,https://www.etrangefestival.com/images/programs/ef6a1763f0334abeabfcc9b54c392febc5d9d5ab.jpg,15/09 - 16h15 - Salle 300 - 125 min,2023-09-15 16:15:00,2023-09-15 18:20:00,2023-09-15T16:15:00,2023-09-15T18:20:00
Cambio de sexo (Je veux être femme),108,15/09,18h45,Salle 500,https://www.etrangefestival.com/images/movies/d448b2d3e8683521438b808bd06ec7e3a7707785.jpg,15/09 - 18h45 - Salle 500 - 108 min,2023-09-15 18:45:00,2023-09-15 20:33:00,2023-09-15T18:45:00,2023-09-15T20:33:00
Courts 7 - C'est dans la terre...,97,15/09,19h00,Salle 100,https://www.etrangefestival.com/images/programs/d27f0cb3ffcbac4fdeb62e65c76d50805216db00.jpg,15/09 - 19h00 - Salle 100 - 97 min,2023-09-15 19:00:00,2023-09-15 20:37:00,2023-09-15T19:00:00,2023-09-15T20:37:00
Courts 7 - C'est dans la terre...,97,17/09,19h15,Salle 100,https://www.etrangefestival.com/images/programs/d27f0cb3ffcbac4fdeb62e65c76d50805216db00.jpg,17/09 - 19h15 - Salle 100 - 97 min,2023-09-17 19:15:00,2023-09-17 20:52:00,2023-09-17T19:15:00,2023-09-17T20:52:00
Le château de la pureté,100,15/09,19h15,Salle 300,https://www.etrangefestival.com/images/movies/9fd704c99d48e6aa52a67151125d34592b82c433.jpg,15/09 - 19h15 - Salle 300 - 100 min,2023-09-15 19:15:00,2023-09-15 20:55:00,2023-09-15T19:15:00,2023-09-15T20:55:00
Mater Amatísima,90,15/09,21h45,Salle 300,https://www.etrangefestival.com/images/movies/1a626bce4df986b5db2f19a4b2ce22ee5335ca9d.jpg,15/09 - 21h45 - Salle 300 - 90 min,2023-09-15 21:45:00,2023-09-15 23:15:00,2023-09-15T21:45:00,2023-09-15T23:15:00
Bienvenue Mister Chance,130,16/09,16h30,Salle 100,https://www.etrangefestival.com/images/movies/20775cc2e9541d4f40046617edd589e1a0b41c8a.jpg,16/09 - 16h30 - Salle 100 - 130 min,2023-09-16 16:30:00,2023-09-16 18:40:00,2023-09-16T16:30:00,2023-09-16T18:40:00
Attachment,105,16/09,17h00,Salle 500,https://www.etrangefestival.com/images/movies/33a8ee090834f117f476553150c74623fe5c0c23.jpg,16/09 - 17h00 - Salle 500 - 105 min,2023-09-16 17:00:00,2023-09-16 18:45:00,2023-09-16T17:00:00,2023-09-16T18:45:00
Attachment,105,17/09,21h45,Salle 300,https://www.etrangefestival.com/images/movies/33a8ee090834f117f476553150c74623fe5c0c23.jpg,17/09 - 21h45 - Salle 300 - 105 min,2023-09-17 21:45:00,2023-09-17 23:30:00,2023-09-17T21:45:00,2023-09-17T23:30:00
Personne ne parlera de nous quand nous serons mortes,104,16/09,17h30,Salle 300,https://www.etrangefestival.com/images/movies/136875194cab3ebd142f6f1b5535bb4592bfc522.jpg,16/09 - 17h30 - Salle 300 - 104 min,2023-09-16 17:30:00,2023-09-16 19:14:00,2023-09-16T17:30:00,2023-09-16T19:14:00
The second civil war + Pièce touchée,113,16/09,19h15,Salle 100,https://www.etrangefestival.com/images/programs/117ecc511200336ea430f16f58e722927058f229.jpg,16/09 - 19h15 - Salle 100 - 113 min,2023-09-16 19:15:00,2023-09-16 21:08:00,2023-09-16T19:15:00,2023-09-16T21:08:00
Unicorn wars,91,16/09,19h30,Salle 500,https://www.etrangefestival.com/images/movies/9087cb2d1cc6cdedb96f832f01ebe0291eeb38bd.jpg,16/09 - 19h30 - Salle 500 - 91 min,2023-09-16 19:30:00,2023-09-16 21:01:00,2023-09-16T19:30:00,2023-09-16T21:01:00
Vous êtes au Village,151,16/09,20h00,Salle 300,https://www.etrangefestival.com/images/programs/9c528bef1860c420e3a7c4b9c242b95d6c0d8111.jpg,16/09 - 20h00 - Salle 300 - 151 min,2023-09-16 20:00:00,2023-09-16 22:31:00,2023-09-16T20:00:00,2023-09-16T22:31:00
Sans nouvelles de Dieu,115,16/09,21h30,Salle 100,https://www.etrangefestival.com/images/movies/bdb88ea3c8cab25e28d418efc61cbfcc272206b8.jpg,16/09 - 21h30 - Salle 100 - 115 min,2023-09-16 21:30:00,2023-09-16 23:25:00,2023-09-16T21:30:00,2023-09-16T23:25:00
Frisson?,106,17/09,14h30,Salle 100,https://www.etrangefestival.com/images/movies/935bf9968773d7bf06dbc0661d5399a007b0d0da.jpg,17/09 - 14h30 - Salle 100 - 106 min,2023-09-17 14:30:00,2023-09-17 16:16:00,2023-09-17T14:30:00,2023-09-17T16:16:00
Frisson?,106,18/09,16h00,Salle 100,https://www.etrangefestival.com/images/movies/935bf9968773d7bf06dbc0661d5399a007b0d0da.jpg,18/09 - 16h00 - Salle 100 - 106 min,2023-09-18 16:00:00,2023-09-18 17:46:00,2023-09-18T16:00:00,2023-09-18T17:46:00
Enquête dans l'impossible,100,17/09,14h45,Salle 300,https://www.etrangefestival.com/images/movies/1f5ba582a9bda0094c26413fcfc7f3694ea6b64e.jpg,17/09 - 14h45 - Salle 300 - 100 min,2023-09-17 14:45:00,2023-09-17 16:25:00,2023-09-17T14:45:00,2023-09-17T16:25:00
La tour,90,17/09,18h45,Salle 500,https://www.etrangefestival.com/images/movies/70a08f1b05c55b82ac78ba459f709c56052114c0.jpg,17/09 - 18h45 - Salle 500 - 90 min,2023-09-17 18:45:00,2023-09-17 20:15:00,2023-09-17T18:45:00,2023-09-17T20:15:00
Les mois d'avril sont meurtiers,88,17/09,19h45,Salle 300,https://www.etrangefestival.com/images/movies/8f7542fbc9a743bce5d72464d8c9029940e2a33d.jpg,17/09 - 19h45 - Salle 300 - 88 min,2023-09-17 19:45:00,2023-09-17 21:13:00,2023-09-17T19:45:00,2023-09-17T21:13:00
Project Wolf Hunting,121,17/09,21h15,Salle 500,https://www.etrangefestival.com/images/movies/9c350bfac7c4fdf8ab72bd61d852982fe7cc94dd.jpg,17/09 - 21h15 - Salle 500 - 121 min,2023-09-17 21:15:00,2023-09-17 23:16:00,2023-09-17T21:15:00,2023-09-17T23:16:00
Project Wolf Hunting,121,18/09,15h00,Salle 500,https://www.etrangefestival.com/images/movies/9c350bfac7c4fdf8ab72bd61d852982fe7cc94dd.jpg,18/09 - 15h00 - Salle 500 - 121 min,2023-09-18 15:00:00,2023-09-18 17:01:00,2023-09-18T15:00:00,2023-09-18T17:01:00
